MinAbsEStateIndex,MinEStateIndex,qed,SPS,NumRadicalElectrons,AvgIpc,BalabanJ,HallKierAlpha,Ipc,Kappa3,PEOE_VSA1,PEOE_VSA10,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA5,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA10,SMR_VSA4,SMR_VSA6,SlogP_VSA1,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA7,SlogP_VSA8,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState10,VSA_EState2,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,NumAliphaticCarbocycles,NumSaturatedCarbocycles,RingCount,MolLogP,fr_Al_OH,fr_Al_OH_noTert,fr_Ar_COO,fr_Ar_NH,fr_C_O,fr_C_O_noCOO,fr_NH0,fr_NH1,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_allylic_oxid,fr_aniline,fr_aryl_methyl,fr_bicyclic,fr_ester,fr_ether,fr_guanido,fr_methoxy,fr_morpholine,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_pyridine,fr_quatN,fr_thiocyan,fr_unbrch_alkane,T/K,index,Normalized SMILES,lnr
1.149583333,1.149583333,0.432035265,8.357142857,0,2.183356696,5e-07,-1.14,1152.812336,6.384129941,12.62878915,6.544756406,0.0,0.0,0.0,0.0,9.828991203,0.0,12.48718869,18.55355576,0.0,12.62878915,0.0,0.0,4.567099648,0.0,0.0,19.17354555,0.0,0.0,0.0,0.0,6.544756406,23.80634803,0.0,0.0,55.56978448,5.261891555,3.699074074,0.0,0.0,4.296944444,6.823998724,5.481836026,0.0,0.454545455,0,0,1,2.097,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,308.2,11,CCCC[n+]1ccc(C)cc1.N#C[S-],0.951657876
1.149583333,1.149583333,0.432035265,8.357142857,0,2.183356696,5e-07,-1.14,1152.812336,6.384129941,12.62878915,6.544756406,0.0,0.0,0.0,0.0,9.828991203,0.0,12.48718869,18.55355576,0.0,12.62878915,0.0,0.0,4.567099648,0.0,0.0,19.17354555,0.0,0.0,0.0,0.0,6.544756406,23.80634803,0.0,0.0,55.56978448,5.261891555,3.699074074,0.0,0.0,4.296944444,6.823998724,5.481836026,0.0,0.454545455,0,0,1,2.097,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,318.2,12,CCCC[n+]1ccc(C)cc1.N#C[S-],0.959350221
1.149583333,1.149583333,0.432035265,8.357142857,0,2.183356696,5e-07,-1.14,1152.812336,6.384129941,12.62878915,6.544756406,0.0,0.0,0.0,0.0,9.828991203,0.0,12.48718869,18.55355576,0.0,12.62878915,0.0,0.0,4.567099648,0.0,0.0,19.17354555,0.0,0.0,0.0,0.0,6.544756406,23.80634803,0.0,0.0,55.56978448,5.261891555,3.699074074,0.0,0.0,4.296944444,6.823998724,5.481836026,0.0,0.454545455,0,0,1,2.097,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,328.2,13,CCCC[n+]1ccc(C)cc1.N#C[S-],0.97455964
1.149583333,1.149583333,0.432035265,8.357142857,0,2.183356696,5e-07,-1.14,1152.812336,6.384129941,12.62878915,6.544756406,0.0,0.0,0.0,0.0,9.828991203,0.0,12.48718869,18.55355576,0.0,12.62878915,0.0,0.0,4.567099648,0.0,0.0,19.17354555,0.0,0.0,0.0,0.0,6.544756406,23.80634803,0.0,0.0,55.56978448,5.261891555,3.699074074,0.0,0.0,4.296944444,6.823998724,5.481836026,0.0,0.454545455,0,0,1,2.097,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,338.2,14,CCCC[n+]1ccc(C)cc1.N#C[S-],0.982078472
1.149583333,1.149583333,0.432035265,8.357142857,0,2.183356696,5e-07,-1.14,1152.812336,6.384129941,12.62878915,6.544756406,0.0,0.0,0.0,0.0,9.828991203,0.0,12.48718869,18.55355576,0.0,12.62878915,0.0,0.0,4.567099648,0.0,0.0,19.17354555,0.0,0.0,0.0,0.0,6.544756406,23.80634803,0.0,0.0,55.56978448,5.261891555,3.699074074,0.0,0.0,4.296944444,6.823998724,5.481836026,0.0,0.454545455,0,0,1,2.097,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,348.2,15,CCCC[n+]1ccc(C)cc1.N#C[S-],0.989541194
1.149583333,1.149583333,0.432035265,8.357142857,0,2.183356696,5e-07,-1.14,1152.812336,6.384129941,12.62878915,6.544756406,0.0,0.0,0.0,0.0,9.828991203,0.0,12.48718869,18.55355576,0.0,12.62878915,0.0,0.0,4.567099648,0.0,0.0,19.17354555,0.0,0.0,0.0,0.0,6.544756406,23.80634803,0.0,0.0,55.56978448,5.261891555,3.699074074,0.0,0.0,4.296944444,6.823998724,5.481836026,0.0,0.454545455,0,0,1,2.097,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,358.2,16,CCCC[n+]1ccc(C)cc1.N#C[S-],1.00795792
1.149583333,1.149583333,0.432035265,8.357142857,0,2.183356696,5e-07,-1.14,1152.812336,6.384129941,12.62878915,6.544756406,0.0,0.0,0.0,0.0,9.828991203,0.0,12.48718869,18.55355576,0.0,12.62878915,0.0,0.0,4.567099648,0.0,0.0,19.17354555,0.0,0.0,0.0,0.0,6.544756406,23.80634803,0.0,0.0,55.56978448,5.261891555,3.699074074,0.0,0.0,4.296944444,6.823998724,5.481836026,0.0,0.454545455,0,0,1,2.097,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,368.2,17,CCCC[n+]1ccc(C)cc1.N#C[S-],1.011600912
1.333333333,1.333333333,0.395341277,18.53846154,0,2.511035676,4.24e-07,-0.33,790.9762378,5.839649417,17.11182001,0.0,0.0,0.0,0.0,0.0,5.261891555,0.0,6.420821623,12.84164325,26.6819412,12.62878915,0.0,26.6819412,0.0,0.0,31.16497206,12.62878915,0.0,0.0,0.0,0.0,0.0,55.20183986,0.0,0.0,26.60019833,5.261891555,3.699074074,0.0,0.0,0.0,5.685286281,6.554297052,2.405416667,0.9,0,0,1,2.04128,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,298.15,18,CCCC[N+]1(C)CCCC1.N#C[S-],1.061256502
1.333333333,1.333333333,0.395341277,18.53846154,0,2.511035676,4.24e-07,-0.33,790.9762378,5.839649417,17.11182001,0.0,0.0,0.0,0.0,0.0,5.261891555,0.0,6.420821623,12.84164325,26.6819412,12.62878915,0.0,26.6819412,0.0,0.0,31.16497206,12.62878915,0.0,0.0,0.0,0.0,0.0,55.20183986,0.0,0.0,26.60019833,5.261891555,3.699074074,0.0,0.0,0.0,5.685286281,6.554297052,2.405416667,0.9,0,0,1,2.04128,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,308.15,19,CCCC[N+]1(C)CCCC1.N#C[S-],1.091923301
1.333333333,1.333333333,0.395341277,18.53846154,0,2.511035676,4.24e-07,-0.33,790.9762378,5.839649417,17.11182001,0.0,0.0,0.0,0.0,0.0,5.261891555,0.0,6.420821623,12.84164325,26.6819412,12.62878915,0.0,26.6819412,0.0,0.0,31.16497206,12.62878915,0.0,0.0,0.0,0.0,0.0,55.20183986,0.0,0.0,26.60019833,5.261891555,3.699074074,0.0,0.0,0.0,5.685286281,6.554297052,2.405416667,0.9,0,0,1,2.04128,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,318.15,20,CCCC[N+]1(C)CCCC1.N#C[S-],1.121677562
