SMILES,IL_SMILES,T/K,r,Normalized SMILES,index
Cc1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.c1cc[n+](CC2CCCCC2)cc1,333.15,1.028,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.c1cc[n+](CC2CCCCC2)cc1,60
Cc1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.c1cc[n+](CC2CCCCC2)cc1,343.15,1.058,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.c1cc[n+](CC2CCCCC2)cc1,60
Cc1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.c1cc[n+](CC2CCCCC2)cc1,353.15,1.108,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.c1cc[n+](CC2CCCCC2)cc1,60
Cc1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.c1cc[n+](CC2CCCCC2)cc1,363.15,1.131,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.c1cc[n+](CC2CCCCC2)cc1,60
Cc1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.c1cc[n+](CC2CCCCC2)cc1,373.15,1.165,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.c1cc[n+](CC2CCCCC2)cc1,60
Cc1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.c1ccc(C[n+]2ccccc2)cc1,323.15,1.25,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.c1ccc(C[n+]2ccccc2)cc1,61
Cc1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.c1ccc(C[n+]2ccccc2)cc1,333.15,1.27,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.c1ccc(C[n+]2ccccc2)cc1,61
Cc1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.c1ccc(C[n+]2ccccc2)cc1,343.15,1.29,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.c1ccc(C[n+]2ccccc2)cc1,61
Cc1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.c1ccc(C[n+]2ccccc2)cc1,353.15,1.34,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.c1ccc(C[n+]2ccccc2)cc1,61
Cc1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.c1ccc(C[n+]2ccccc2)cc1,363.15,1.38,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.c1ccc(C[n+]2ccccc2)cc1,61
Cc1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.c1ccc(C[n+]2ccccc2)cc1,373.15,1.41,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.c1ccc(C[n+]2ccccc2)cc1,61
Cc1ccccc1,C[N+]1(CC2CCCCC2)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,0.98,C[N+]1(CC2CCCCC2)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,62
Cc1ccccc1,C[N+]1(CC2CCCCC2)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,1,C[N+]1(CC2CCCCC2)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,62
Cc1ccccc1,C[N+]1(CC2CCCCC2)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.15,1.03,C[N+]1(CC2CCCCC2)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,62
Cc1ccccc1,C[N+]1(CC2CCCCC2)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,353.15,1.08,C[N+]1(CC2CCCCC2)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,62
Cc1ccccc1,C[N+]1(CC2CCCCC2)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,363.15,1.12,C[N+]1(CC2CCCCC2)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,62
Cc1ccccc1,C[N+]1(CC2CCCCC2)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,373.15,1.14,C[N+]1(CC2CCCCC2)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,62
Cc1ccccc1,CC[P+](CC)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,2.05,CC[P+](CC)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,63
Cc1ccccc1,CC[P+](CC)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,2.09,CC[P+](CC)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,63
Cc1ccccc1,CC[P+](CC)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.15,2.18,CC[P+](CC)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,63
Cc1ccccc1,CC[P+](CC)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,353.15,2.21,CC[P+](CC)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,63
Cc1ccccc1,CC[P+](CC)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,363.15,2.25,CC[P+](CC)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,63
Cc1ccccc1,CC[P+](CC)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,373.15,2.24,CC[P+](CC)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,63
Cc1ccccc1,CCCC[P+](CCCC)(CCCC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,1.61,CCCC[P+](CCCC)(CCCC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,64
Cc1ccccc1,CCCC[P+](CCCC)(CCCC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,1.63,CCCC[P+](CCCC)(CCCC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,64
Cc1ccccc1,CCCC[P+](CCCC)(CCCC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.15,1.66,CCCC[P+](CCCC)(CCCC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,64
Cc1ccccc1,CCCC[P+](CCCC)(CCCC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,353.15,1.69,CCCC[P+](CCCC)(CCCC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,64
Cc1ccccc1,CCCC[P+](CCCC)(CCCC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,363.15,1.71,CCCC[P+](CCCC)(CCCC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,64
Cc1ccccc1,CCCC[P+](CCCC)(CCCC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,373.15,1.73,CCCC[P+](CCCC)(CCCC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,64
Cc1ccccc1,CC[N+](CC)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,2.25,CC[N+](CC)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,65
Cc1ccccc1,CC[N+](CC)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,2.27,CC[N+](CC)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,65
Cc1ccccc1,CC[N+](CC)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.15,2.36,CC[N+](CC)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,65
Cc1ccccc1,CC[N+](CC)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,353.15,2.42,CC[N+](CC)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,65
Cc1ccccc1,CC[N+](CC)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,363.15,2.48,CC[N+](CC)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,65
Cc1ccccc1,CC[N+](CC)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,373.15,2.52,CC[N+](CC)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,65
Cc1ccccc1,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,2.91,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,66
Cc1ccccc1,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,2.93,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,66
Cc1ccccc1,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.15,3,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,66
Cc1ccccc1,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,353.15,3.09,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,66
Cc1ccccc1,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,363.15,3.13,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,66
Cc1ccccc1,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,373.15,3.14,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,66
Cc1ccccc1,COCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,3.43,COCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,67
Cc1ccccc1,COCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,3.47,COCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,67
Cc1ccccc1,COCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.15,3.49,COCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,67
Cc1ccccc1,COCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,353.15,3.54,COCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,67
Cc1ccccc1,COCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,363.15,3.57,COCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,67
Cc1ccccc1,COCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,373.15,3.6,COCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,67
Cc1ccccc1,CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,308.15,1.07,CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,68
Cc1ccccc1,CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,318.15,1.07,CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,68
Cc1ccccc1,CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,328.15,1.1,CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,68
Cc1ccccc1,CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,338.15,1.11,CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,68
Cc1ccccc1,CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,348.15,1.13,CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,68
Cc1ccccc1,CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,358.15,1.16,CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,68
Cc1ccccc1,CCCCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,308.15,0.864,CCCCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,69
Cc1ccccc1,CCCCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,318.15,0.894,CCCCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,69
Cc1ccccc1,CCCCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,328.15,0.909,CCCCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,69
Cc1ccccc1,CCCCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,338.15,0.934,CCCCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,69
Cc1ccccc1,CCCCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,348.15,0.957,CCCCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,69
Cc1ccccc1,CCCCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,358.15,0.969,CCCCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,69
Cc1ccccc1,CCCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,308.15,0.91,CCCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,70
Cc1ccccc1,CCCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,318.15,0.919,CCCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,70
Cc1ccccc1,CCCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,328.15,0.955,CCCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,70
Cc1ccccc1,CCCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,338.15,0.975,CCCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,70
Cc1ccccc1,CCCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,348.15,1.01,CCCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,70
Cc1ccccc1,CCCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,358.15,1.05,CCCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,70
Cc1ccccc1,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,318.15,9.19,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,71
Cc1ccccc1,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,328.15,9.01,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,71
Cc1ccccc1,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,338.15,8.835,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,71
Cc1ccccc1,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,348.15,8.68,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,71
Cc1ccccc1,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,358.15,8.53,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,71
Cc1ccccc1,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,368.15,8.4,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,71
Cc1ccccc1,CCCC[N+](C)(C)CCOCCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,2.18,CCCC[N+](C)(C)CCOCCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,72
Cc1ccccc1,CCCC[N+](C)(C)CCOCCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,2.19,CCCC[N+](C)(C)CCOCCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,72
Cc1ccccc1,CCCC[N+](C)(C)CCOCCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.15,2.2,CCCC[N+](C)(C)CCOCCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,72
Cc1ccccc1,CCCC[N+](C)(C)CCOCCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,353.15,2.21,CCCC[N+](C)(C)CCOCCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,72
Cc1ccccc1,CCCC[N+](C)(C)CCOCCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,363.15,2.23,CCCC[N+](C)(C)CCOCCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,72
Cc1ccccc1,CCCC[N+](C)(C)CCOCCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,373.15,2.24,CCCC[N+](C)(C)CCOCCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,72
Cc1ccccc1,CCC[N+](C)(C)CCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,1.39,CCC[N+](C)(C)CCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,73
Cc1ccccc1,CCC[N+](C)(C)CCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,1.4,CCC[N+](C)(C)CCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,73
Cc1ccccc1,CCC[N+](C)(C)CCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.15,1.41,CCC[N+](C)(C)CCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,73
Cc1ccccc1,CCC[N+](C)(C)CCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,353.15,1.42,CCC[N+](C)(C)CCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,73
Cc1ccccc1,CCC[N+](C)(C)CCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,363.15,1.43,CCC[N+](C)(C)CCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,73
Cc1ccccc1,CCC[N+](C)(C)CCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,373.18,1.44,CCC[N+](C)(C)CCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,73
Cc1ccccc1,CCCC[N+](C)(C)CCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,1.4,CCCC[N+](C)(C)CCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,74
Cc1ccccc1,CCCC[N+](C)(C)CCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,1.43,CCCC[N+](C)(C)CCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,74
Cc1ccccc1,CCCC[N+](C)(C)CCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.15,1.45,CCCC[N+](C)(C)CCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,74
Cc1ccccc1,CCCC[N+](C)(C)CCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,353.15,1.5,CCCC[N+](C)(C)CCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,74
Cc1ccccc1,CCCC[N+](C)(C)CCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,363.15,1.52,CCCC[N+](C)(C)CCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,74
Cc1ccccc1,CCCC[N+](C)(C)CCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,373.15,1.57,CCCC[N+](C)(C)CCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,74
Cc1ccccc1,CCC[N+](C)(C)CCOCCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,1.93,CCC[N+](C)(C)CCOCCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,75
Cc1ccccc1,CCC[N+](C)(C)CCOCCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,1.96,CCC[N+](C)(C)CCOCCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,75
Cc1ccccc1,CCC[N+](C)(C)CCOCCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.15,2,CCC[N+](C)(C)CCOCCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,75
Cc1ccccc1,CCC[N+](C)(C)CCOCCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,353.15,2.04,CCC[N+](C)(C)CCOCCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,75
Cc1ccccc1,CCC[N+](C)(C)CCOCCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,363.15,2.11,CCC[N+](C)(C)CCOCCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,75
Cc1ccccc1,CCC[N+](C)(C)CCOCCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,373.15,2.13,CCC[N+](C)(C)CCOCCN(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,75
Cc1ccccc1,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,323.15,1.42,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,19
Cc1ccccc1,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,333.15,1.48,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,19
Cc1ccccc1,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,343.15,1.53,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,19
Cc1ccccc1,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,353.15,1.59,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,19
Cc1ccccc1,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,363.15,1.64,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,19
Cc1ccccc1,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,373.15,1.66,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,19
Cc1ccccc1,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,323.15,2.32,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,76
Cc1ccccc1,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,333.15,2.32,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,76
Cc1ccccc1,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,343.15,2.32,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,76
Cc1ccccc1,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,353.15,2.33,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,76
Cc1ccccc1,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,363.15,2.35,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,76
Cc1ccccc1,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,373.15,2.35,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,76
