SMILES,IL_SMILES,T/K,r,Normalized SMILES,index
Cc1ccccc1,CC(C)[N+](C)(C)CCCCCCCCC[N+](C)(C)C(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,353.15,1.667,CC(C)[N+](C)(C)CCCCCCCCC[N+](C)(C)C(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,122
Cc1ccccc1,CC(C)[N+](C)(C)CCCCCCCCC[N+](C)(C)C(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,363.15,1.692,CC(C)[N+](C)(C)CCCCCCCCC[N+](C)(C)C(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,122
Cc1ccccc1,CC(C)[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,2.271,CC(C)[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,123
Cc1ccccc1,CC(C)[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,2.273,CC(C)[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,123
Cc1ccccc1,CC(C)[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.15,2.275,CC(C)[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,123
Cc1ccccc1,CC(C)[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,353.15,2.278,CC(C)[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,123
Cc1ccccc1,CC(C)[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,363.15,2.28,CC(C)[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,123
Cc1ccccc1,COCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,318.15,0.865,COCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,53
Cc1ccccc1,COCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,323.15,0.877,COCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,53
Cc1ccccc1,COCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,333.15,0.902,COCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,53
Cc1ccccc1,COCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,343.15,0.925,COCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,53
Cc1ccccc1,COCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,353.15,0.947,COCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,53
Cc1ccccc1,C[n+]1ccn(CCO)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,318.15,1.65,C[n+]1ccn(CCO)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,52
Cc1ccccc1,C[n+]1ccn(CCO)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,323.15,1.65,C[n+]1ccn(CCO)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,52
Cc1ccccc1,C[n+]1ccn(CCO)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,333.15,1.67,C[n+]1ccn(CCO)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,52
Cc1ccccc1,C[n+]1ccn(CCO)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,343.15,1.68,C[n+]1ccn(CCO)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,52
Cc1ccccc1,C[n+]1ccn(CCO)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,353.15,1.69,C[n+]1ccn(CCO)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,52
Cc1ccccc1,Cn1cc[n+](CCO)c1.N#C[N-]C#N,318.15,8.95,Cn1cc[n+](CCO)c1.N#C[N-]C#N,124
Cc1ccccc1,Cn1cc[n+](CCO)c1.N#C[N-]C#N,328.15,8.92,Cn1cc[n+](CCO)c1.N#C[N-]C#N,124
Cc1ccccc1,Cn1cc[n+](CCO)c1.N#C[N-]C#N,338.15,8.9,Cn1cc[n+](CCO)c1.N#C[N-]C#N,124
Cc1ccccc1,Cn1cc[n+](CCO)c1.N#C[N-]C#N,348.15,8.89,Cn1cc[n+](CCO)c1.N#C[N-]C#N,124
Cc1ccccc1,Cn1cc[n+](CCO)c1.N#C[N-]C#N,358.15,8.86,Cn1cc[n+](CCO)c1.N#C[N-]C#N,124
Cc1ccccc1,Cn1cc[n+](CCCl)c1.N#C[N-]C#N,318.15,10.4,Cn1cc[n+](CCCl)c1.N#C[N-]C#N,125
Cc1ccccc1,Cn1cc[n+](CCCl)c1.N#C[N-]C#N,328.15,10.1,Cn1cc[n+](CCCl)c1.N#C[N-]C#N,125
Cc1ccccc1,Cn1cc[n+](CCCl)c1.N#C[N-]C#N,338.15,9.8,Cn1cc[n+](CCCl)c1.N#C[N-]C#N,125
Cc1ccccc1,Cn1cc[n+](CCCl)c1.N#C[N-]C#N,348.15,9.5,Cn1cc[n+](CCCl)c1.N#C[N-]C#N,125
Cc1ccccc1,Cn1cc[n+](CCCl)c1.N#C[N-]C#N,358.15,9.23,Cn1cc[n+](CCCl)c1.N#C[N-]C#N,125
Cc1ccccc1,C=CC[n+]1ccn(C)c1.[Cl-],303.15,13.4,C=CC[n+]1ccn(C)c1.[Cl-],126
Cc1ccccc1,C=CC[n+]1ccn(C)c1.[Cl-],313.15,12.4,C=CC[n+]1ccn(C)c1.[Cl-],126
Cc1ccccc1,C=CC[n+]1ccn(C)c1.[Cl-],323.15,11.7,C=CC[n+]1ccn(C)c1.[Cl-],126
Cc1ccccc1,C=CC[n+]1ccn(C)c1.[Cl-],333.15,11.1,C=CC[n+]1ccn(C)c1.[Cl-],126
Cc1ccccc1,C=CC[n+]1ccn(C)c1.[Cl-],343.15,10.5,C=CC[n+]1ccn(C)c1.[Cl-],126
Cc1ccccc1,CCCC[n+]1ccn(C)c1.[Cl-],313,2.51,CCCC[n+]1ccn(C)c1.[Cl-],127
Cc1ccccc1,CCCC[n+]1ccn(C)c1.[Cl-],323,2.54,CCCC[n+]1ccn(C)c1.[Cl-],127
Cc1ccccc1,CCCC[n+]1ccn(C)c1.[Cl-],333,2.54,CCCC[n+]1ccn(C)c1.[Cl-],127
Cc1ccccc1,CCCC[n+]1ccn(C)c1.[Cl-],343,2.55,CCCC[n+]1ccn(C)c1.[Cl-],127
Cc1ccccc1,CCCC[n+]1ccn(C)c1.[Cl-],353,2.56,CCCC[n+]1ccn(C)c1.[Cl-],127
Cc1ccccc1,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,1.28,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,128
Cc1ccccc1,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,1.28,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,128
Cc1ccccc1,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.15,1.3,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,128
Cc1ccccc1,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,353.15,1.3,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,128
Cc1ccccc1,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,363.15,1.3,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,128
Cc1ccccc1,CC[n+]1ccn(C)c1.O=[N+]([O-])[O-],318.15,8.87,CC[n+]1ccn(C)c1.O=[N+]([O-])[O-],129
Cc1ccccc1,CC[n+]1ccn(C)c1.O=[N+]([O-])[O-],323.15,8.93,CC[n+]1ccn(C)c1.O=[N+]([O-])[O-],129
Cc1ccccc1,CC[n+]1ccn(C)c1.O=[N+]([O-])[O-],333.15,8.99,CC[n+]1ccn(C)c1.O=[N+]([O-])[O-],129
Cc1ccccc1,CC[n+]1ccn(C)c1.O=[N+]([O-])[O-],343.15,9.05,CC[n+]1ccn(C)c1.O=[N+]([O-])[O-],129
Cc1ccccc1,CC[n+]1ccn(C)c1.O=[N+]([O-])[O-],353.15,9.12,CC[n+]1ccn(C)c1.O=[N+]([O-])[O-],129
Cc1ccccc1,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],333,6.73,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],130
Cc1ccccc1,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],343,6.71,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],130
Cc1ccccc1,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],353,6.68,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],130
Cc1ccccc1,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],363,6.63,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],130
Cc1ccccc1,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],373,6.59,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],130
Cc1ccccc1,CC(=O)[O-].CCCC[n+]1ccn(C)c1,333,5.6,CC(=O)[O-].CCCC[n+]1ccn(C)c1,81
Cc1ccccc1,CC(=O)[O-].CCCC[n+]1ccn(C)c1,343,5.6,CC(=O)[O-].CCCC[n+]1ccn(C)c1,81
Cc1ccccc1,CC(=O)[O-].CCCC[n+]1ccn(C)c1,353,5.6,CC(=O)[O-].CCCC[n+]1ccn(C)c1,81
Cc1ccccc1,CC(=O)[O-].CCCC[n+]1ccn(C)c1,363,5.6,CC(=O)[O-].CCCC[n+]1ccn(C)c1,81
Cc1ccccc1,CC(=O)[O-].CCCC[n+]1ccn(C)c1,373,5.6,CC(=O)[O-].CCCC[n+]1ccn(C)c1,81
Cc1ccccc1,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,303.6,1.9,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,102
Cc1ccccc1,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,313.2,1.92,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,102
Cc1ccccc1,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,323.1,1.98,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,102
Cc1ccccc1,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,333.2,1.94,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,102
Cc1ccccc1,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,343.3,1.92,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,102
Cc1ccccc1,CCCCn1cc[n+](C)c1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,307.8,5.31,CCCCn1cc[n+](C)c1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,131
Cc1ccccc1,CCCCn1cc[n+](C)c1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,317.5,4.71,CCCCn1cc[n+](C)c1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,131
Cc1ccccc1,CCCCn1cc[n+](C)c1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,328.2,4.36,CCCCn1cc[n+](C)c1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,131
Cc1ccccc1,CCCCn1cc[n+](C)c1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,338.4,3.93,CCCCn1cc[n+](C)c1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,131
Cc1ccccc1,CCCCn1cc[n+](C)c1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,348.5,3.68,CCCCn1cc[n+](C)c1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,131
Cc1ccccc1,CCCCCCn1cc[n+](C)c1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,308.1,3.15,CCCCCCn1cc[n+](C)c1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,132
Cc1ccccc1,CCCCCCn1cc[n+](C)c1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,318.1,2.99,CCCCCCn1cc[n+](C)c1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,132
Cc1ccccc1,CCCCCCn1cc[n+](C)c1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,328.4,2.79,CCCCCCn1cc[n+](C)c1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,132
Cc1ccccc1,CCCCCCn1cc[n+](C)c1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,338.5,2.65,CCCCCCn1cc[n+](C)c1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,132
Cc1ccccc1,CCCCCCn1cc[n+](C)c1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,348.5,2.48,CCCCCCn1cc[n+](C)c1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,132
Cc1ccccc1,CCCn1cc[n+](C)c1.[Br-],323.15,2.95,CCCn1cc[n+](C)c1.[Br-],133
Cc1ccccc1,CCCn1cc[n+](C)c1.[Br-],333.15,3.11,CCCn1cc[n+](C)c1.[Br-],133
Cc1ccccc1,CCCn1cc[n+](C)c1.[Br-],343.15,3.33,CCCn1cc[n+](C)c1.[Br-],133
Cc1ccccc1,CCCn1cc[n+](C)c1.[Br-],353.15,3.5,CCCn1cc[n+](C)c1.[Br-],133
Cc1ccccc1,CCCn1cc[n+](C)c1.[Br-],363.15,3.72,CCCn1cc[n+](C)c1.[Br-],133
Cc1ccccc1,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,303.15,2.913,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,134
Cc1ccccc1,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,313.15,2.935,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,134
Cc1ccccc1,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,323.15,2.949,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,134
Cc1ccccc1,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,333.15,2.99,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,134
Cc1ccccc1,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,343.15,3.03,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,134
Cc1ccccc1,CC[n+]1ccn(C)c1.CO[PH](=O)[O-],313.15,6.53,CC[n+]1ccn(C)c1.CO[PH](=O)[O-],135
Cc1ccccc1,CC[n+]1ccn(C)c1.CO[PH](=O)[O-],333.15,6.63,CC[n+]1ccn(C)c1.CO[PH](=O)[O-],135
Cc1ccccc1,CC[n+]1ccn(C)c1.CO[PH](=O)[O-],353.15,6.82,CC[n+]1ccn(C)c1.CO[PH](=O)[O-],135
Cc1ccccc1,CC[n+]1ccn(C)c1.CO[PH](=O)[O-],373.15,7.16,CC[n+]1ccn(C)c1.CO[PH](=O)[O-],135
Cc1ccccc1,CO[PH](=O)[O-].Cn1cc[n+](C)c1,313.15,11.47,CO[PH](=O)[O-].Cn1cc[n+](C)c1,136
Cc1ccccc1,CO[PH](=O)[O-].Cn1cc[n+](C)c1,323.15,11.37,CO[PH](=O)[O-].Cn1cc[n+](C)c1,136
Cc1ccccc1,CO[PH](=O)[O-].Cn1cc[n+](C)c1,333.15,11.29,CO[PH](=O)[O-].Cn1cc[n+](C)c1,136
Cc1ccccc1,CO[PH](=O)[O-].Cn1cc[n+](C)c1,343.15,11.25,CO[PH](=O)[O-].Cn1cc[n+](C)c1,136
Cc1ccccc1,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],308.15,4.43,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],137
Cc1ccccc1,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],313.15,4.45,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],137
Cc1ccccc1,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],323.15,4.51,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],137
Cc1ccccc1,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],333.15,4.62,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],137
Cc1ccccc1,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,318.15,1.26,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,138
Cc1ccccc1,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,333.15,1.25,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,138
Cc1ccccc1,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,348.15,1.24,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,138
Cc1ccccc1,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,358.15,1.22,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,138
Cc1ccccc1,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,343.15,0.74,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,139
Cc1ccccc1,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,353.15,0.72,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,139
Cc1ccccc1,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,363.15,0.72,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,139
Cc1ccccc1,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,373.15,0.69,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,139
Cc1ccccc1,CCCC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,338.2,3.03,CCCC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,140
Cc1ccccc1,CCCC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,348.2,3.01,CCCC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,140
Cc1ccccc1,CCCC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,358.2,2.99,CCCC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,140
Cc1ccccc1,CCCC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,368.2,2.97,CCCC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,140
Cc1ccccc1,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,313,2.632,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,141
Cc1ccccc1,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,323,2.652,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,141
Cc1ccccc1,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,333,2.671,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,141
Cc1ccccc1,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,343,2.688,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,141
Cc1ccccc1,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313,1.647,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,142
Cc1ccccc1,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323,1.657,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,142
Cc1ccccc1,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333,1.663,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,142
Cc1ccccc1,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343,1.672,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,142
Cc1ccccc1,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313,1.735,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,143
Cc1ccccc1,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323,1.735,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,143
Cc1ccccc1,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333,1.762,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,143
Cc1ccccc1,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343,1.776,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,143
Cc1ccccc1,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,313.15,0.419,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,144
Cc1ccccc1,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,323.15,0.458,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,144
Cc1ccccc1,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,333.15,0.489,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,144
Cc1ccccc1,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,343.15,0.523,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,144
Cc1ccccc1,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,313.15,0.5,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,82
Cc1ccccc1,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,323.15,0.51,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,82
Cc1ccccc1,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,333.15,0.56,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,82
Cc1ccccc1,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,343.15,0.59,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,82
Cc1ccccc1,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,303.15,17,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,145
Cc1ccccc1,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,313.15,15,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,145
Cc1ccccc1,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,323.15,14,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,145
Cc1ccccc1,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,333.15,12.6,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,145
Cc1ccccc1,COP(=O)([O-])OC.Cn1cc[n+](C)c1,303.15,7.3,COP(=O)([O-])OC.Cn1cc[n+](C)c1,40
Cc1ccccc1,COP(=O)([O-])OC.Cn1cc[n+](C)c1,313.15,7.3,COP(=O)([O-])OC.Cn1cc[n+](C)c1,40
Cc1ccccc1,COP(=O)([O-])OC.Cn1cc[n+](C)c1,323.15,7.3,COP(=O)([O-])OC.Cn1cc[n+](C)c1,40
Cc1ccccc1,COP(=O)([O-])OC.Cn1cc[n+](C)c1,333.15,7.3,COP(=O)([O-])OC.Cn1cc[n+](C)c1,40
Cc1ccccc1,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.15,1.9,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,89
