SMILES,IL_SMILES,T/K,r,Normalized SMILES,index,index1,lnr
C=Cc1ccccc1,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,368.15,1.74,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,4,27,0.5538851132264376
C=Cc1ccccc1,CCCCCCCC[N+](CC)(CC)CC.O=S(=O)(F)[N-]S(=O)(=O)F,318.15,0.647,CCCCCCCC[N+](CC)(CC)CC.O=S(=O)(F)[N-]S(=O)(=O)F,5,28,-0.43540898448123644
C=Cc1ccccc1,CCCCCCCC[N+](CC)(CC)CC.O=S(=O)(F)[N-]S(=O)(=O)F,328.15,0.701,CCCCCCCC[N+](CC)(CC)CC.O=S(=O)(F)[N-]S(=O)(=O)F,5,29,-0.355247391947547
C=Cc1ccccc1,CCCCCCCC[N+](CC)(CC)CC.O=S(=O)(F)[N-]S(=O)(=O)F,338.15,0.755,CCCCCCCC[N+](CC)(CC)CC.O=S(=O)(F)[N-]S(=O)(=O)F,5,30,-0.28103752973311236
C=Cc1ccccc1,CCCCCCCC[N+](CC)(CC)CC.O=S(=O)(F)[N-]S(=O)(=O)F,348.15,0.81,CCCCCCCC[N+](CC)(CC)CC.O=S(=O)(F)[N-]S(=O)(=O)F,5,31,-0.21072103131565253
C=Cc1ccccc1,CCCCCCCC[N+](CC)(CC)CC.O=S(=O)(F)[N-]S(=O)(=O)F,358.15,0.867,CCCCCCCC[N+](CC)(CC)CC.O=S(=O)(F)[N-]S(=O)(=O)F,5,32,-0.1427163022015952
C=Cc1ccccc1,CCCCCCCC[N+](CC)(CC)CC.O=S(=O)(F)[N-]S(=O)(=O)F,368.15,0.922,CCCCCCCC[N+](CC)(CC)CC.O=S(=O)(F)[N-]S(=O)(=O)F,5,33,-0.08121005542554317
C=Cc1ccccc1,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],308.15,5.68,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],6,34,1.7369512327330598
C=Cc1ccccc1,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],318.15,5.71,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],6,35,1.742219023667919
C=Cc1ccccc1,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],328.15,5.75,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],6,36,1.749199854809259
C=Cc1ccccc1,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],338.15,5.79,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],6,37,1.7561322915849038
C=Cc1ccccc1,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],348.15,5.82,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],6,38,1.7613002617433464
C=Cc1ccccc1,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],358.15,5.85,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],6,39,1.766441661243765
C=Cc1ccccc1,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,318.15,1.12,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,7,40,0.11332868530700327
C=Cc1ccccc1,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,328.15,1.16,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,7,41,0.14842000511827322
C=Cc1ccccc1,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,338.15,1.2,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,7,42,0.1823215567939546
C=Cc1ccccc1,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,348.15,1.24,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,7,43,0.2151113796169455
C=Cc1ccccc1,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,358.15,1.27,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,7,44,0.23901690047049992
C=Cc1ccccc1,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,368.15,1.31,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,7,45,0.2700271372130602
C=Cc1ccccc1,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,318.15,0.632,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,8,46,-0.4588658848352796
C=Cc1ccccc1,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,328.15,0.666,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,8,47,-0.40646560844174784
C=Cc1ccccc1,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,338.15,0.702,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,8,48,-0.353821874956326
C=Cc1ccccc1,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,348.15,0.736,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,8,49,-0.3065251602532608
C=Cc1ccccc1,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,358.15,0.771,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,8,50,-0.26006690541880756
C=Cc1ccccc1,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,368.15,0.804,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,8,51,-0.21815600980317063
C=Cc1ccccc1,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,318.15,0.751,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,9,52,-0.28634962721800233
C=Cc1ccccc1,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,328.15,0.769,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,9,53,-0.26266430947649305
C=Cc1ccccc1,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,338.15,0.798,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,9,54,-0.22564668153232822
C=Cc1ccccc1,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,348.15,0.819,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,9,55,-0.1996711951290677
C=Cc1ccccc1,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,358.15,0.845,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,9,56,-0.16841865162496325
C=Cc1ccccc1,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,368.15,0.869,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,9,57,-0.140412153716745
C=Cc1ccccc1,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,318.15,4.18,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,10,58,1.430311246536665
C=Cc1ccccc1,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,328.15,4.24,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,10,59,1.4445632692438664
C=Cc1ccccc1,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,338.15,4.27,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,10,60,1.451613827240533
C=Cc1ccccc1,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,348.15,4.33,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,10,61,1.4655675420143985
C=Cc1ccccc1,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,358.15,4.37,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,10,62,1.4747630091074988
C=Cc1ccccc1,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,368.15,4.43,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,10,63,1.4883995840570443
C=Cc1ccccc1,N#C[N-]C#N.OCCC[n+]1ccccc1,318.15,6.93,N#C[N-]C#N.OCCC[n+]1ccccc1,11,64,1.9358598132018119
C=Cc1ccccc1,N#C[N-]C#N.OCCC[n+]1ccccc1,328.15,7.23,N#C[N-]C#N.OCCC[n+]1ccccc1,11,65,1.9782390361706734
C=Cc1ccccc1,N#C[N-]C#N.OCCC[n+]1ccccc1,338.15,7.51,N#C[N-]C#N.OCCC[n+]1ccccc1,11,66,2.0162354657760435
C=Cc1ccccc1,N#C[N-]C#N.OCCC[n+]1ccccc1,348.15,7.79,N#C[N-]C#N.OCCC[n+]1ccccc1,11,67,2.052840859882657
C=Cc1ccccc1,N#C[N-]C#N.OCCC[n+]1ccccc1,358.15,8.06,N#C[N-]C#N.OCCC[n+]1ccccc1,11,68,2.086913556518537
C=Cc1ccccc1,N#C[N-]C#N.OCCC[n+]1ccccc1,368.15,8.32,N#C[N-]C#N.OCCC[n+]1ccccc1,11,69,2.1186622548331173
C=Cc1ccccc1,CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,318.15,0.468,CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,12,70,-0.7592869830644903
C=Cc1ccccc1,CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,328.15,0.489,CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,12,71,-0.715392789507265
C=Cc1ccccc1,CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,338.15,0.51,CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,12,72,-0.6733445532637656
C=Cc1ccccc1,CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,348.15,0.53,CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,12,73,-0.6348782724359695
C=Cc1ccccc1,CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,358.15,0.55,CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,12,74,-0.5978370007556204
C=Cc1ccccc1,CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,368.15,0.57,CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,12,75,-0.5621189181535413
C=Cc1ccccc1,CC[N+]1(C)CCOCC1.N#C[N-]C#N,318.15,6.38,CC[N+]1(C)CCOCC1.N#C[N-]C#N,13,76,1.8531680973566984
C=Cc1ccccc1,CC[N+]1(C)CCOCC1.N#C[N-]C#N,328.15,6.59,CC[N+]1(C)CCOCC1.N#C[N-]C#N,13,77,1.8855533485144158
C=Cc1ccccc1,CC[N+]1(C)CCOCC1.N#C[N-]C#N,338.15,6.81,CC[N+]1(C)CCOCC1.N#C[N-]C#N,13,78,1.918392120161421
C=Cc1ccccc1,CC[N+]1(C)CCOCC1.N#C[N-]C#N,348.15,7.01,CC[N+]1(C)CCOCC1.N#C[N-]C#N,13,79,1.9473377010464987
C=Cc1ccccc1,CC[N+]1(C)CCOCC1.N#C[N-]C#N,358.15,7.22,CC[N+]1(C)CCOCC1.N#C[N-]C#N,13,80,1.9768549529047348
